CBSACode,MetroName,GroupCode,GroupName,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
48900,Wilmington NC Metro Area,454,United Pentecostal Church International,3,,,
48900,Wilmington NC Metro Area,124,Unity Churches Association of,1,,,
48900,Wilmington NC Metro Area,467,Wesleyan Church,1,529,0.38,0.19
48940,Wilmington OH Micro Area,003,African Methodist Episcopal Church,1,202,1.65,0.48
48940,Wilmington OH Micro Area,019,American Baptist Churches in the USA,2,492,4.01,1.17
48940,Wilmington OH Micro Area,053,Assemblies of God,1,125,1.02,0.30
48940,Wilmington OH Micro Area,056,"Baha'i Faith USA",0,4,0.03,0.01
48940,Wilmington OH Micro Area,081,Catholic Church,2,2500,20.39,5.95
48940,Wilmington OH Micro Area,093,Christian Church (Disciples of Christ),1,287,2.34,0.68
48940,Wilmington OH Micro Area,097,Christian Churches and Churches of Christ,6,2148,17.52,5.11
48940,Wilmington OH Micro Area,123,Church of God (Anderson Indiana),3,326,2.66,0.78
48940,Wilmington OH Micro Area,127,Church of God (Cleveland Tennessee),1,405,3.30,0.96
48940,Wilmington OH Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,342,2.79,0.81
48940,Wilmington OH Micro Area,165,Church of the Nazarene,1,106,0.86,0.25
48940,Wilmington OH Micro Area,167,Churches of Christ,3,77,0.63,0.18
48940,Wilmington OH Micro Area,168,Churches of Christ in Christian Union,1,,,
48940,Wilmington OH Micro Area,203,Evangelical Free Church of America,1,,,
48940,Wilmington OH Micro Area,207,Evangelical Lutheran Church in America,1,210,1.71,0.50
48940,Wilmington OH Micro Area,393,Friends General Conference and Friends United Meeting dually aligned meetings,1,16,0.13,0.04
48940,Wilmington OH Micro Area,225,Friends United Meeting,8,438,3.57,1.04
48940,Wilmington OH Micro Area,388,General Association of Regular Baptist Churches,1,,,
48940,Wilmington OH Micro Area,272,"Jehovah's Witnesses",2,262,2.14,0.62
48940,Wilmington OH Micro Area,283,Lutheran Church--Missouri Synod,1,35,0.29,0.08
48940,Wilmington OH Micro Area,302,National Missionary Baptist Convention Inc.,2,600,4.89,1.43
48940,Wilmington OH Micro Area,500,Non-denominational Christian Churches,6,1400,11.42,3.33
48940,Wilmington OH Micro Area,355,Presbyterian Church (U.S.A.),1,140,1.14,0.33
48940,Wilmington OH Micro Area,362,Primitive Baptists Eastern District Association of,1,189,1.54,0.45
48940,Wilmington OH Micro Area,413,Seventh-day Adventist Church,1,102,0.83,0.24
48940,Wilmington OH Micro Area,419,Southern Baptist Convention,6,745,6.08,1.77
48940,Wilmington OH Micro Area,443,United Church of Christ,1,73,0.60,0.17
48940,Wilmington OH Micro Area,449,United Methodist Church,11,1035,8.44,2.46
48980,Wilson NC Micro Area,001,Advent Christian Church,2,172,0.46,0.22
48980,Wilson NC Micro Area,003,African Methodist Episcopal Church,1,202,0.55,0.26
48980,Wilson NC Micro Area,005,African Methodist Episcopal Zion Church,3,500,1.35,0.63
48980,Wilson NC Micro Area,019,American Baptist Churches in the USA,1,249,0.67,0.32
48980,Wilson NC Micro Area,033,Anglican Church in North America,1,,,
48980,Wilson NC Micro Area,053,Assemblies of God,1,0,0.00,0.00
48980,Wilson NC Micro Area,056,"Baha'i Faith USA",0,127,0.34,0.16
48980,Wilson NC Micro Area,081,Catholic Church,1,4295,11.60,5.45
48980,Wilson NC Micro Area,093,Christian Church (Disciples of Christ),12,850,2.30,1.08
48980,Wilson NC Micro Area,097,Christian Churches and Churches of Christ,1,182,0.49,0.23
48980,Wilson NC Micro Area,F53,Church of God,1,,,
48980,Wilson NC Micro Area,123,Church of God (Anderson Indiana),1,20,0.05,0.03
48980,Wilson NC Micro Area,127,Church of God (Cleveland Tennessee),4,1226,3.31,1.56
48980,Wilson NC Micro Area,145,Church of God of Prophecy,3,,,
48980,Wilson NC Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,490,1.32,0.62
48980,Wilson NC Micro Area,167,Churches of Christ,2,77,0.21,0.10
48980,Wilson NC Micro Area,336,Convention of Original Free Will Baptist Churches,16,3035,8.20,3.85
48980,Wilson NC Micro Area,193,Episcopal Church,3,1773,4.79,2.25
48980,Wilson NC Micro Area,207,Evangelical Lutheran Church in America,1,94,0.25,0.12
48980,Wilson NC Micro Area,216,Evangelical Presbyterian Church,1,,,
48980,Wilson NC Micro Area,272,"Jehovah's Witnesses",3,688,1.86,0.87
48980,Wilson NC Micro Area,283,Lutheran Church--Missouri Synod,1,98,0.26,0.12
48980,Wilson NC Micro Area,267,Muslim Estimate,2,962,2.60,1.22
48980,Wilson NC Micro Area,223,National Association of Free Will Baptists,4,282,0.76,0.36
48980,Wilson NC Micro Area,300,"National Baptist Convention USA, Inc.",1,400,1.08,0.51
48980,Wilson NC Micro Area,302,National Missionary Baptist Convention Inc.,1,300,0.81,0.38
48980,Wilson NC Micro Area,500,Non-denominational Christian Churches,33,8160,22.04,10.36
48980,Wilson NC Micro Area,355,Presbyterian Church (U.S.A.),7,1068,2.89,1.36
48980,Wilson NC Micro Area,356,Presbyterian Church in America,1,166,0.45,0.21
48980,Wilson NC Micro Area,375,Reformed Episcopal Church,1,,,
48980,Wilson NC Micro Area,413,Seventh-day Adventist Church,4,483,1.30,0.61
48980,Wilson NC Micro Area,419,Southern Baptist Convention,19,5977,16.15,7.59
48980,Wilson NC Micro Area,443,United Church of Christ,1,81,0.22,0.10
48980,Wilson NC Micro Area,445,United Holy Church of America Inc.,4,170,0.46,0.22
48980,Wilson NC Micro Area,449,United Methodist Church,14,4890,13.21,6.21
48980,Wilson NC Micro Area,454,United Pentecostal Church International,1,,,
49020,Winchester VA-WV Metro Area,003,African Methodist Episcopal Church,1,150,0.26,0.11
49020,Winchester VA-WV Metro Area,017,American Baptist Association,1,150,0.26,0.11
49020,Winchester VA-WV Metro Area,019,American Baptist Churches in the USA,3,378,0.65,0.27
49020,Winchester VA-WV Metro Area,031,Amish Groups undifferentiated,1,36,0.06,0.03
49020,Winchester VA-WV Metro Area,FG3,Anglican Province of America,1,,,
49020,Winchester VA-WV Metro Area,053,Assemblies of God,16,6439,11.02,4.51
49020,Winchester VA-WV Metro Area,056,"Baha'i Faith USA",1,57,0.10,0.04
49020,Winchester VA-WV Metro Area,061,Beachy Amish-Mennonite Churches,1,110,0.19,0.08
49020,Winchester VA-WV Metro Area,071,"Brethren Church The (Ashland, Ohio)",2,,,
49020,Winchester VA-WV Metro Area,081,Catholic Church,2,10206,17.47,7.16
49020,Winchester VA-WV Metro Area,FGS,Chabad Judaism,1,,,
49020,Winchester VA-WV Metro Area,244,Charis Fellowship,2,,,
49020,Winchester VA-WV Metro Area,087,Christadelphian,1,,,
49020,Winchester VA-WV Metro Area,089,Christian and Missionary Alliance,2,100,0.17,0.07
49020,Winchester VA-WV Metro Area,097,Christian Churches and Churches of Christ,9,2807,4.81,1.97
49020,Winchester VA-WV Metro Area,101,Christian Methodist Episcopal Church,1,76,0.13,0.05
49020,Winchester VA-WV Metro Area,127,Church of God (Cleveland Tennessee),3,2980,5.10,2.09
49020,Winchester VA-WV Metro Area,133,Church of God (Seventh Day),1,,,
49020,Winchester VA-WV Metro Area,141,Church of God in Christ,1,120,0.21,0.08
49020,Winchester VA-WV Metro Area,151,Church of Jesus Christ of Latter-day Saints,4,2160,3.70,1.51
49020,Winchester VA-WV Metro Area,157,Church of the Brethren,7,662,1.13,0.46
49020,Winchester VA-WV Metro Area,165,Church of the Nazarene,3,239,0.41,0.17
49020,Winchester VA-WV Metro Area,438,Church of the United Brethren in Christ USA,1,19,0.03,0.01
49020,Winchester VA-WV Metro Area,167,Churches of Christ,2,192,0.33,0.13
49020,Winchester VA-WV Metro Area,186,Coptic Orthodox Church,1,99,0.17,0.07
49020,Winchester VA-WV Metro Area,FG7,Diocese of the Holy Cross,1,,,
49020,Winchester VA-WV Metro Area,193,Episcopal Church,3,948,1.62,0.66
49020,Winchester VA-WV Metro Area,198,Evangelical Association of Reformed and Congregational Christian Churches,2,,,
49020,Winchester VA-WV Metro Area,207,Evangelical Lutheran Church in America,8,1710,2.93,1.20
49020,Winchester VA-WV Metro Area,263,Foursquare Gospel International Church of the,1,64,0.11,0.04
49020,Winchester VA-WV Metro Area,391,Friends General Conference,1,89,0.15,0.06
49020,Winchester VA-WV Metro Area,243,Grace Gospel Fellowship,1,,,
49020,Winchester VA-WV Metro Area,246,Greek Orthodox Archdiocese of America,1,125,0.21,0.09
49020,Winchester VA-WV Metro Area,272,"Jehovah's Witnesses",5,1250,2.14,0.88
49020,Winchester VA-WV Metro Area,283,Lutheran Church--Missouri Synod,1,134,0.23,0.09
49020,Winchester VA-WV Metro Area,288,Mennonite Church USA,2,30,0.05,0.02
49020,Winchester VA-WV Metro Area,290,Metropolitan Community Churches,1,45,0.08,0.03
49020,Winchester VA-WV Metro Area,267,Muslim Estimate,2,774,1.32,0.54
49020,Winchester VA-WV Metro Area,175,National Association of Congregational Christian Churches,1,30,0.05,0.02
49020,Winchester VA-WV Metro Area,223,National Association of Free Will Baptists,1,58,0.10,0.04
49020,Winchester VA-WV Metro Area,500,Non-denominational Christian Churches,20,7746,13.26,5.43
49020,Winchester VA-WV Metro Area,314,North American Lutheran Church,1,,,
49020,Winchester VA-WV Metro Area,339,Pentecostal Church of God,1,,,
49020,Winchester VA-WV Metro Area,F38,Pilgrim Mennonite Conference,1,80,0.14,0.06
49020,Winchester VA-WV Metro Area,355,Presbyterian Church (U.S.A.),12,2046,3.50,1.43
49020,Winchester VA-WV Metro Area,356,Presbyterian Church in America,1,262,0.45,0.18
49020,Winchester VA-WV Metro Area,271,Reform Judaism,1,232,0.40,0.16
49020,Winchester VA-WV Metro Area,403,Salvation Army,1,243,0.42,0.17
49020,Winchester VA-WV Metro Area,413,Seventh-day Adventist Church,3,390,0.67,0.27
49020,Winchester VA-WV Metro Area,419,Southern Baptist Convention,16,2907,4.98,2.04
49020,Winchester VA-WV Metro Area,891,Theravada Buddhist,2,650,1.11,0.46
49020,Winchester VA-WV Metro Area,435,Unitarian Universalist Association of Congregations,1,170,0.29,0.12
49020,Winchester VA-WV Metro Area,443,United Church of Christ,1,75,0.13,0.05
49020,Winchester VA-WV Metro Area,449,United Methodist Church,50,11314,19.37,7.93
49020,Winchester VA-WV Metro Area,454,United Pentecostal Church International,1,,,
49020,Winchester VA-WV Metro Area,124,Unity Churches Association of,1,,,
49020,Winchester VA-WV Metro Area,469,Wisconsin Evangelical Lutheran Synod,1,64,0.11,0.04
49060,Winfield KS Micro Area,003,African Methodist Episcopal Church,2,302,2.22,0.87
49060,Winfield KS Micro Area,019,American Baptist Churches in the USA,3,980,7.22,2.84
49060,Winfield KS Micro Area,053,Assemblies of God,4,492,3.62,1.42
49060,Winfield KS Micro Area,056,"Baha'i Faith USA",0,31,0.23,0.09
49060,Winfield KS Micro Area,081,Catholic Church,2,1847,13.60,5.35
49060,Winfield KS Micro Area,093,Christian Church (Disciples of Christ),2,250,1.84,0.72
49060,Winfield KS Micro Area,097,Christian Churches and Churches of Christ,4,348,2.56,1.01
49060,Winfield KS Micro Area,127,Church of God (Cleveland Tennessee),2,56,0.41,0.16
49060,Winfield KS Micro Area,141,Church of God in Christ,1,100,0.74,0.29
49060,Winfield KS Micro Area,120,Church of God of the Apostolic Faith Inc.,1,,,
49060,Winfield KS Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,391,2.88,1.13
49060,Winfield KS Micro Area,165,Church of the Nazarene,4,455,3.35,1.32
49060,Winfield KS Micro Area,167,Churches of Christ,3,300,2.21,0.87
49060,Winfield KS Micro Area,193,Episcopal Church,2,269,1.98,0.78
49060,Winfield KS Micro Area,203,Evangelical Free Church of America,1,,,
49060,Winfield KS Micro Area,328,Evangelical Friends Church International,1,38,0.28,0.11
49060,Winfield KS Micro Area,263,Foursquare Gospel International Church of the,2,174,1.28,0.50
49060,Winfield KS Micro Area,272,"Jehovah's Witnesses",2,380,2.80,1.10
49060,Winfield KS Micro Area,283,Lutheran Church--Missouri Synod,2,757,5.58,2.19
49060,Winfield KS Micro Area,223,National Association of Free Will Baptists,1,88,0.65,0.25
49060,Winfield KS Micro Area,302,National Missionary Baptist Convention Inc.,1,110,0.81,0.32
49060,Winfield KS Micro Area,500,Non-denominational Christian Churches,8,890,6.55,2.58
49060,Winfield KS Micro Area,355,Presbyterian Church (U.S.A.),3,293,2.16,0.85
49060,Winfield KS Micro Area,413,Seventh-day Adventist Church,2,106,0.78,0.31
49060,Winfield KS Micro Area,419,Southern Baptist Convention,10,2099,15.46,6.08
49060,Winfield KS Micro Area,449,United Methodist Church,11,2822,20.78,8.17
49060,Winfield KS Micro Area,454,United Pentecostal Church International,1,,,
49080,Winnemucca NV Micro Area,053,Assemblies of God,1,101,1.47,0.58
49080,Winnemucca NV Micro Area,056,"Baha'i Faith USA",0,15,0.22,0.09
49080,Winnemucca NV Micro Area,081,Catholic Church,2,3478,50.70,20.12
49080,Winnemucca NV Micro Area,151,Church of Jesus Christ of Latter-day Saints,4,1720,25.07,9.95
49080,Winnemucca NV Micro Area,167,Churches of Christ,1,14,0.20,0.08
49080,Winnemucca NV Micro Area,272,"Jehovah's Witnesses",1,222,3.24,1.28
49080,Winnemucca NV Micro Area,283,Lutheran Church--Missouri Synod,1,231,3.37,1.34
49080,Winnemucca NV Micro Area,500,Non-denominational Christian Churches,2,412,6.01,2.38
49080,Winnemucca NV Micro Area,413,Seventh-day Adventist Church,1,52,0.76,0.30
49080,Winnemucca NV Micro Area,419,Southern Baptist Convention,3,476,6.94,2.75
49080,Winnemucca NV Micro Area,449,United Methodist Church,1,139,2.03,0.80
49100,Winona MN Micro Area,019,American Baptist Churches in the USA,1,44,0.16,0.09
49100,Winona MN Micro Area,031,Amish Groups undifferentiated,4,555,1.99,1.12
49100,Winona MN Micro Area,053,Assemblies of God,1,174,0.63,0.35
49100,Winona MN Micro Area,056,"Baha'i Faith USA",0,17,0.06,0.03
49100,Winona MN Micro Area,081,Catholic Church,13,12112,43.51,24.38
49100,Winona MN Micro Area,FGS,Chabad Judaism,1,,,
49100,Winona MN Micro Area,097,Christian Churches and Churches of Christ,1,46,0.17,0.09
49100,Winona MN Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,446,1.60,0.90
49100,Winona MN Micro Area,157,Church of the Brethren,2,110,0.40,0.22
49100,Winona MN Micro Area,165,Church of the Nazarene,1,38,0.14,0.08
49100,Winona MN Micro Area,167,Churches of Christ,2,47,0.17,0.09
49100,Winona MN Micro Area,193,Episcopal Church,1,91,0.33,0.18
49100,Winona MN Micro Area,203,Evangelical Free Church of America,1,,,
49100,Winona MN Micro Area,207,Evangelical Lutheran Church in America,5,2899,10.41,5.84
49100,Winona MN Micro Area,391,Friends General Conference,1,15,0.05,0.03
49100,Winona MN Micro Area,FFR,Full Gospel Christian Assemblies International,1,800,2.87,1.61
49100,Winona MN Micro Area,272,"Jehovah's Witnesses",1,308,1.11,0.62
49100,Winona MN Micro Area,283,Lutheran Church--Missouri Synod,5,2871,10.31,5.78
49100,Winona MN Micro Area,255,Lutheran Congregations in Mission for Christ,1,120,0.43,0.24
49100,Winona MN Micro Area,293,Moravian Church in America--Northern Province,2,295,1.06,0.59
49100,Winona MN Micro Area,267,Muslim Estimate,1,301,1.08,0.61
49100,Winona MN Micro Area,308,New Testament Association of Independent Baptist Church,1,,,
49100,Winona MN Micro Area,500,Non-denominational Christian Churches,5,1050,3.77,2.11
49100,Winona MN Micro Area,314,North American Lutheran Church,1,,,
49100,Winona MN Micro Area,355,Presbyterian Church (U.S.A.),2,140,0.50,0.28
49100,Winona MN Micro Area,413,Seventh-day Adventist Church,1,66,0.24,0.13
49100,Winona MN Micro Area,419,Southern Baptist Convention,2,101,0.36,0.20
49100,Winona MN Micro Area,435,Unitarian Universalist Association of Congregations,1,76,0.27,0.15
49100,Winona MN Micro Area,443,United Church of Christ,3,305,1.10,0.61
49100,Winona MN Micro Area,449,United Methodist Church,5,704,2.53,1.42
49100,Winona MN Micro Area,454,United Pentecostal Church International,1,,,
49100,Winona MN Micro Area,469,Wisconsin Evangelical Lutheran Synod,10,4107,14.75,8.27
49180,Winston-Salem NC Metro Area,003,African Methodist Episcopal Church,2,502,0.12,0.07
49180,Winston-Salem NC Metro Area,005,African Methodist Episcopal Zion Church,21,4330,1.06,0.64
49180,Winston-Salem NC Metro Area,012,Alliance of Baptists,2,,,
49180,Winston-Salem NC Metro Area,019,American Baptist Churches in the USA,5,4470,1.09,0.66
49180,Winston-Salem NC Metro Area,031,Amish Groups undifferentiated,1,135,0.03,0.02
49180,Winston-Salem NC Metro Area,033,Anglican Church in North America,3,,,
49180,Winston-Salem NC Metro Area,053,Assemblies of God,16,3939,0.96,0.58
49180,Winston-Salem NC Metro Area,055,Associate Reformed Presbyterian Church,1,,,
49180,Winston-Salem NC Metro Area,056,"Baha'i Faith USA",1,288,0.07,0.04
49180,Winston-Salem NC Metro Area,081,Catholic Church,11,63050,15.40,9.33
49180,Winston-Salem NC Metro Area,FGS,Chabad Judaism,1,,,
49180,Winston-Salem NC Metro Area,089,Christian and Missionary Alliance,6,1178,0.29,0.17
49180,Winston-Salem NC Metro Area,353,Christian Brethren (Open Plymouth Brethren),5,,,
49180,Winston-Salem NC Metro Area,093,Christian Church (Disciples of Christ),9,282,0.07,0.04
49180,Winston-Salem NC Metro Area,097,Christian Churches and Churches of Christ,17,7857,1.92,1.16
49180,Winston-Salem NC Metro Area,101,Christian Methodist Episcopal Church,7,1396,0.34,0.21
49180,Winston-Salem NC Metro Area,123,Church of God (Anderson Indiana),1,72,0.02,0.01
49180,Winston-Salem NC Metro Area,125,Church of God (Apostolic),3,,,
49180,Winston-Salem NC Metro Area,127,Church of God (Cleveland Tennessee),17,1905,0.47,0.28
49180,Winston-Salem NC Metro Area,141,Church of God in Christ,2,240,0.06,0.04
49180,Winston-Salem NC Metro Area,151,Church of Jesus Christ of Latter-day Saints,7,3656,0.89,0.54
49180,Winston-Salem NC Metro Area,157,Church of the Brethren,2,274,0.07,0.04
49180,Winston-Salem NC Metro Area,165,Church of the Nazarene,5,201,0.05,0.03
49180,Winston-Salem NC Metro Area,167,Churches of Christ,24,3717,0.91,0.55
49180,Winston-Salem NC Metro Area,171,Churches of God General Conference,1,0,0.00,0.00
49180,Winston-Salem NC Metro Area,173,Community of Christ,1,,,
49180,Winston-Salem NC Metro Area,177,Congregational Holiness Church,1,,,
49180,Winston-Salem NC Metro Area,336,Convention of Original Free Will Baptist Churches,3,,,
49180,Winston-Salem NC Metro Area,186,Coptic Orthodox Church,1,310,0.08,0.05
49180,Winston-Salem NC Metro Area,FFW,ECO: A Covenant Order of Presbyterians,1,,,
49180,Winston-Salem NC Metro Area,193,Episcopal Church,11,4399,1.07,0.65
49180,Winston-Salem NC Metro Area,198,Evangelical Association of Reformed and Congregational Christian Churches,5,,,
49180,Winston-Salem NC Metro Area,207,Evangelical Lutheran Church in America,16,3383,0.83,0.50
